loop_id	aggregated_id	A1_type	A1_nearest_gene_symbol	A2_type	A2_nearest_gene_symbol	distance	n_candidate	A1_chain_id	A1_chrom	A1_start	A1_end	A1_other_chrom	A1_other_start	A1_other_end	A1_chain_range	A1_other_chain_range	A1_other_chain_strand	A1_other_loop_id	A1_other_anchor	A1_exon_fraction	A1_other_exon_fraction	A2_chain_id	A2_chrom	A2_start	A2_end	A2_other_chrom	A2_other_start	A2_other_end	A2_chain_range	A2_other_chain_range	A2_other_chain_strand	A2_other_loop_id	A2_other_anchor	A2_exon_fraction	A2_other_exon_fraction	other_loop_id
Dvir_L4	Dvir_L4	I	Dvir\GJ17968	I	Dvir\GJ18385	2320844	1	4110	2L	5089350	5096671	2L	13346860	13351452	2L:5046005-5116957	2L:13333993-13387081	-	L16	1	0.382478184991274	0.407541646337213	6918	2L	7405470	7414205	2L	20225413	20230930	2L:7354101-7414205	2L:20225414-20271828	-	L17	2	0.0999788180470239	0.124107517849643	NA
Dvir_L4	Dvir_L4	I	Dvir\GJ17968	I	Dvir\GJ18385	2320844	1	4110	2L	5089350	5096671	2L	13346860	13351452	2L:5046005-5116957	2L:13333993-13387081	-	L16	1	0.382478184991274	0.407541646337213	6918	2L	7405470	7414205	2L	20225413	20230930	2L:7354101-7414205	2L:20225414-20271828	-	L20	2	0.0999788180470239	0.124107517849643	NA
Dvir_L4	Dvir_L4	I	Dvir\GJ17968	I	Dvir\GJ18385	2320844	1	4110	2L	5089350	5096671	2L	13346860	13351452	2L:5046005-5116957	2L:13333993-13387081	-	L17	1	0.382478184991274	0.407541646337213	6918	2L	7405470	7414205	2L	20225413	20230930	2L:7354101-7414205	2L:20225414-20271828	-	L17	2	0.0999788180470239	0.124107517849643	L17
Dvir_L4	Dvir_L4	I	Dvir\GJ17968	I	Dvir\GJ18385	2320844	1	4110	2L	5089350	5096671	2L	13346860	13351452	2L:5046005-5116957	2L:13333993-13387081	-	L17	1	0.382478184991274	0.407541646337213	6918	2L	7405470	7414205	2L	20225413	20230930	2L:7354101-7414205	2L:20225414-20271828	-	L20	2	0.0999788180470239	0.124107517849643	NA
Dvir_L5	Dvir_L5	I	Dvir\GJ17968	I	Dvir\GJ13567	4070047	1	4110	2L	5089350	5096671	2L	13346860	13351452	2L:5046005-5116957	2L:13333993-13387081	-	L16	1	0.382478184991274	0.407541646337213	9000	2L	9159891	9164442	2L	19588893	19592030	2L:9105577-9170159	2L:19583042-19635002	-	L16	2	0.0313705962903025	0.0500372485721381	L16
Dvir_L5	Dvir_L5	I	Dvir\GJ17968	I	Dvir\GJ13567	4070047	1	4110	2L	5089350	5096671	2L	13346860	13351452	2L:5046005-5116957	2L:13333993-13387081	-	L16	1	0.382478184991274	0.407541646337213	9000	2L	9159891	9164442	2L	19588893	19592030	2L:9105577-9170159	2L:19583042-19635002	-	L20	1	0.0313705962903025	0.0500372485721381	NA
Dvir_L5	Dvir_L5	I	Dvir\GJ17968	I	Dvir\GJ13567	4070047	1	4110	2L	5089350	5096671	2L	13346860	13351452	2L:5046005-5116957	2L:13333993-13387081	-	L17	1	0.382478184991274	0.407541646337213	9000	2L	9159891	9164442	2L	19588893	19592030	2L:9105577-9170159	2L:19583042-19635002	-	L16	2	0.0313705962903025	0.0500372485721381	NA
Dvir_L5	Dvir_L5	I	Dvir\GJ17968	I	Dvir\GJ13567	4070047	1	4110	2L	5089350	5096671	2L	13346860	13351452	2L:5046005-5116957	2L:13333993-13387081	-	L17	1	0.382478184991274	0.407541646337213	9000	2L	9159891	9164442	2L	19588893	19592030	2L:9105577-9170159	2L:19583042-19635002	-	L20	1	0.0313705962903025	0.0500372485721381	NA
Dvir_L6	Dvir_L6_L7	I	Dvir\GJ18385	I	Dvir\GJ13567	1750191	1	6918	2L	7388042	7393020	2L	20240995	20244623	2L:7354101-7414205	2L:20225414-20271828	-	L15	2	0.0999788180470239	0.124107517849643	9000	2L	9134790	9145146	2L	19602927	19608938	2L:9105577-9170159	2L:19583042-19635002	-	L14	2	0.0313705962903025	0.0500372485721381	NA
Dvir_L6	Dvir_L6_L7	I	Dvir\GJ18385	I	Dvir\GJ13567	1750191	1	6918	2L	7388042	7393020	2L	20240995	20244623	2L:7354101-7414205	2L:20225414-20271828	-	L15	2	0.0999788180470239	0.124107517849643	9000	2L	9134790	9145146	2L	19602927	19608938	2L:9105577-9170159	2L:19583042-19635002	-	L18	2	0.0313705962903025	0.0500372485721381	NA
Dvir_L6	Dvir_L6_L7	I	Dvir\GJ18385	I	Dvir\GJ13567	1750191	1	6918	2L	7388042	7393020	2L	20240995	20244623	2L:7354101-7414205	2L:20225414-20271828	-	L15	2	0.0999788180470239	0.124107517849643	9000	2L	9134790	9145146	2L	19602927	19608938	2L:9105577-9170159	2L:19583042-19635002	-	L21	1	0.0313705962903025	0.0500372485721381	NA
Dvir_L6	Dvir_L6_L7	I	Dvir\GJ18385	I	Dvir\GJ13567	1750191	1	6918	2L	7388042	7393020	2L	20240995	20244623	2L:7354101-7414205	2L:20225414-20271828	-	L19	2	0.0999788180470239	0.124107517849643	9000	2L	9134790	9145146	2L	19602927	19608938	2L:9105577-9170159	2L:19583042-19635002	-	L14	2	0.0313705962903025	0.0500372485721381	NA
Dvir_L6	Dvir_L6_L7	I	Dvir\GJ18385	I	Dvir\GJ13567	1750191	1	6918	2L	7388042	7393020	2L	20240995	20244623	2L:7354101-7414205	2L:20225414-20271828	-	L19	2	0.0999788180470239	0.124107517849643	9000	2L	9134790	9145146	2L	19602927	19608938	2L:9105577-9170159	2L:19583042-19635002	-	L18	2	0.0313705962903025	0.0500372485721381	NA
Dvir_L6	Dvir_L6_L7	I	Dvir\GJ18385	I	Dvir\GJ13567	1750191	1	6918	2L	7388042	7393020	2L	20240995	20244623	2L:7354101-7414205	2L:20225414-20271828	-	L19	2	0.0999788180470239	0.124107517849643	9000	2L	9134790	9145146	2L	19602927	19608938	2L:9105577-9170159	2L:19583042-19635002	-	L21	1	0.0313705962903025	0.0500372485721381	NA
Dvir_L6	Dvir_L6_L7	I	Dvir\GJ18385	I	Dvir\GJ13567	1750191	1	6918	2L	7388042	7393020	2L	20240995	20244623	2L:7354101-7414205	2L:20225414-20271828	-	L21	2	0.0999788180470239	0.124107517849643	9000	2L	9134790	9145146	2L	19602927	19608938	2L:9105577-9170159	2L:19583042-19635002	-	L14	2	0.0313705962903025	0.0500372485721381	NA
Dvir_L6	Dvir_L6_L7	I	Dvir\GJ18385	I	Dvir\GJ13567	1750191	1	6918	2L	7388042	7393020	2L	20240995	20244623	2L:7354101-7414205	2L:20225414-20271828	-	L21	2	0.0999788180470239	0.124107517849643	9000	2L	9134790	9145146	2L	19602927	19608938	2L:9105577-9170159	2L:19583042-19635002	-	L18	2	0.0313705962903025	0.0500372485721381	NA
Dvir_L6	Dvir_L6_L7	I	Dvir\GJ18385	I	Dvir\GJ13567	1750191	1	6918	2L	7388042	7393020	2L	20240995	20244623	2L:7354101-7414205	2L:20225414-20271828	-	L21	2	0.0999788180470239	0.124107517849643	9000	2L	9134790	9145146	2L	19602927	19608938	2L:9105577-9170159	2L:19583042-19635002	-	L21	1	0.0313705962903025	0.0500372485721381	L21
Dvir_L7	Dvir_L6_L7	I	Dvir\GJ18385	I	Dvir\GJ13567	1749203	1	6918	2L	7405470	7414205	2L	20225413	20230930	2L:7354101-7414205	2L:20225414-20271828	-	L17	2	0.0999788180470239	0.124107517849643	9000	2L	9159891	9164442	2L	19588893	19592030	2L:9105577-9170159	2L:19583042-19635002	-	L16	2	0.0313705962903025	0.0500372485721381	NA
Dvir_L7	Dvir_L6_L7	I	Dvir\GJ18385	I	Dvir\GJ13567	1749203	1	6918	2L	7405470	7414205	2L	20225413	20230930	2L:7354101-7414205	2L:20225414-20271828	-	L17	2	0.0999788180470239	0.124107517849643	9000	2L	9159891	9164442	2L	19588893	19592030	2L:9105577-9170159	2L:19583042-19635002	-	L20	1	0.0313705962903025	0.0500372485721381	NA
Dvir_L7	Dvir_L6_L7	I	Dvir\GJ18385	I	Dvir\GJ13567	1749203	1	6918	2L	7405470	7414205	2L	20225413	20230930	2L:7354101-7414205	2L:20225414-20271828	-	L20	2	0.0999788180470239	0.124107517849643	9000	2L	9159891	9164442	2L	19588893	19592030	2L:9105577-9170159	2L:19583042-19635002	-	L16	2	0.0313705962903025	0.0500372485721381	NA
Dvir_L7	Dvir_L6_L7	I	Dvir\GJ18385	I	Dvir\GJ13567	1749203	1	6918	2L	7405470	7414205	2L	20225413	20230930	2L:7354101-7414205	2L:20225414-20271828	-	L20	2	0.0999788180470239	0.124107517849643	9000	2L	9159891	9164442	2L	19588893	19592030	2L:9105577-9170159	2L:19583042-19635002	-	L20	1	0.0313705962903025	0.0500372485721381	L20
Dvir_L8	Dvir_L8_L9	I	Dvir\GJ14401	P	Dvir\GJ12903	2245963	1	7242	2L	7895429	7900008	2L	9080876	9084957	2L:7811940-7922128	2L:9020939-9104253	+	L11	2	0.0121131825494464	0.0416548864386014	10572	2L	10140762	10147472	2L	6409916	6413987	2L:10126927-10148768	2L:6409119-6426307	-	L11	1	0.652356020942408	0.664010067114094	L11
Dvir_L8	Dvir_L8_L9	I	Dvir\GJ14401	P	Dvir\GJ12903	2245963	1	7242	2L	7895429	7900008	2L	9080876	9084957	2L:7811940-7922128	2L:9020939-9104253	+	L11	2	0.0121131825494464	0.0416548864386014	10572	2L	10140762	10147472	2L	6409916	6413987	2L:10126927-10148768	2L:6409119-6426307	-	L12	1	0.652356020942408	0.664010067114094	NA
Dvir_L8	Dvir_L8_L9	I	Dvir\GJ14401	P	Dvir\GJ12903	2245963	1	7242	2L	7895429	7900008	2L	9080876	9084957	2L:7811940-7922128	2L:9020939-9104253	+	L13	1	0.0121131825494464	0.0416548864386014	10572	2L	10140762	10147472	2L	6409916	6413987	2L:10126927-10148768	2L:6409119-6426307	-	L11	1	0.652356020942408	0.664010067114094	NA
Dvir_L8	Dvir_L8_L9	I	Dvir\GJ14401	P	Dvir\GJ12903	2245963	1	7242	2L	7895429	7900008	2L	9080876	9084957	2L:7811940-7922128	2L:9020939-9104253	+	L13	1	0.0121131825494464	0.0416548864386014	10572	2L	10140762	10147472	2L	6409916	6413987	2L:10126927-10148768	2L:6409119-6426307	-	L12	1	0.652356020942408	0.664010067114094	NA
Dvir_L9	Dvir_L8_L9	I	Dvir\GJ14401	P	Dvir\GJ12837	2334539	1	7242	2L	7895429	7900008	2L	9080876	9084957	2L:7811940-7922128	2L:9020939-9104253	+	L11	2	0.0121131825494464	0.0416548864386014	10705	2L	10228595	10234568	2L	6355402	6360174	2L:10226639-10238063	2L:6352322-6361421	-	L10	1	0.480190174326466	0.61259842519685	NA
Dvir_L9	Dvir_L8_L9	I	Dvir\GJ14401	P	Dvir\GJ12837	2334539	1	7242	2L	7895429	7900008	2L	9080876	9084957	2L:7811940-7922128	2L:9020939-9104253	+	L13	1	0.0121131825494464	0.0416548864386014	10705	2L	10228595	10234568	2L	6355402	6360174	2L:10226639-10238063	2L:6352322-6361421	-	L10	1	0.480190174326466	0.61259842519685	NA
Dvir_L11	Dvir_L11_L12_L13	I	Dvir\GJ17362	P	Dvir\GJ17806, Dvir\GJ17807	8397556	1	21822	2L	18653001	18656674	2L	2593981	2596294	2L:18633836-18736814	2L:2581442-2656066	+	L4	2	0.0107727199092824	0.0460836997231721	33405	2L	27044359	27062445	2L	912619	925913	2L:26961197-27132044	2L:847925-973533	+	L4	1	0.296060799879604	0.313959189831403	L4
Dvir_L11	Dvir_L11_L12_L13	I	Dvir\GJ17362	P	Dvir\GJ17806, Dvir\GJ17807	8397556	1	21822	2L	18653001	18656674	2L	2593981	2596294	2L:18633836-18736814	2L:2581442-2656066	+	L4	2	0.0107727199092824	0.0460836997231721	33405	2L	27044359	27062445	2L	912619	925913	2L:26961197-27132044	2L:847925-973533	+	L5	1	0.296060799879604	0.313959189831403	NA
Dvir_L11	Dvir_L11_L12_L13	I	Dvir\GJ17362	P	Dvir\GJ17806, Dvir\GJ17807	8397556	1	21822	2L	18653001	18656674	2L	2593981	2596294	2L:18633836-18736814	2L:2581442-2656066	+	L4	2	0.0107727199092824	0.0460836997231721	33405	2L	27044359	27062445	2L	912619	925913	2L:26961197-27132044	2L:847925-973533	+	L6	1	0.296060799879604	0.313959189831403	NA
Dvir_L12	Dvir_L11_L12_L13	I	Dvir\GJ17363	P	Dvir\GJ17806, Dvir\GJ17807	8375968	1	21822	2L	18673240	18679238	2L	2607118	2611358	2L:18633836-18736814	2L:2581442-2656066	+	L5	2	0.0107727199092824	0.0460836997231721	33405	2L	27044359	27062445	2L	912619	925913	2L:26961197-27132044	2L:847925-973533	+	L4	1	0.296060799879604	0.313959189831403	NA
Dvir_L12	Dvir_L11_L12_L13	I	Dvir\GJ17363	P	Dvir\GJ17806, Dvir\GJ17807	8375968	1	21822	2L	18673240	18679238	2L	2607118	2611358	2L:18633836-18736814	2L:2581442-2656066	+	L5	2	0.0107727199092824	0.0460836997231721	33405	2L	27044359	27062445	2L	912619	925913	2L:26961197-27132044	2L:847925-973533	+	L5	1	0.296060799879604	0.313959189831403	L5
Dvir_L12	Dvir_L11_L12_L13	I	Dvir\GJ17363	P	Dvir\GJ17806, Dvir\GJ17807	8375968	1	21822	2L	18673240	18679238	2L	2607118	2611358	2L:18633836-18736814	2L:2581442-2656066	+	L5	2	0.0107727199092824	0.0460836997231721	33405	2L	27044359	27062445	2L	912619	925913	2L:26961197-27132044	2L:847925-973533	+	L6	1	0.296060799879604	0.313959189831403	NA
Dvir_L12	Dvir_L11_L12_L13	I	Dvir\GJ17363	P	Dvir\GJ17806, Dvir\GJ17807	8375968	1	21822	2L	18673240	18679238	2L	2607118	2611358	2L:18633836-18736814	2L:2581442-2656066	+	L7	1	0.0107727199092824	0.0460836997231721	33405	2L	27044359	27062445	2L	912619	925913	2L:26961197-27132044	2L:847925-973533	+	L4	1	0.296060799879604	0.313959189831403	NA
Dvir_L12	Dvir_L11_L12_L13	I	Dvir\GJ17363	P	Dvir\GJ17806, Dvir\GJ17807	8375968	1	21822	2L	18673240	18679238	2L	2607118	2611358	2L:18633836-18736814	2L:2581442-2656066	+	L7	1	0.0107727199092824	0.0460836997231721	33405	2L	27044359	27062445	2L	912619	925913	2L:26961197-27132044	2L:847925-973533	+	L5	1	0.296060799879604	0.313959189831403	NA
Dvir_L12	Dvir_L11_L12_L13	I	Dvir\GJ17363	P	Dvir\GJ17806, Dvir\GJ17807	8375968	1	21822	2L	18673240	18679238	2L	2607118	2611358	2L:18633836-18736814	2L:2581442-2656066	+	L7	1	0.0107727199092824	0.0460836997231721	33405	2L	27044359	27062445	2L	912619	925913	2L:26961197-27132044	2L:847925-973533	+	L6	1	0.296060799879604	0.313959189831403	NA
Dvir_L13	Dvir_L11_L12_L13	I	Dvir\GJ23513	P	Dvir\GJ17806, Dvir\GJ17807	8284720	1	21981	2L	18765851	18769193	2L	2675833	2678833	2L:18739996-18877149	2L:2655786-2767671	+	L6	2	0.35609649122807	0.388982004234298	33405	2L	27044359	27062445	2L	912619	925913	2L:26961197-27132044	2L:847925-973533	+	L4	1	0.296060799879604	0.313959189831403	NA
Dvir_L13	Dvir_L11_L12_L13	I	Dvir\GJ23513	P	Dvir\GJ17806, Dvir\GJ17807	8284720	1	21981	2L	18765851	18769193	2L	2675833	2678833	2L:18739996-18877149	2L:2655786-2767671	+	L6	2	0.35609649122807	0.388982004234298	33405	2L	27044359	27062445	2L	912619	925913	2L:26961197-27132044	2L:847925-973533	+	L5	1	0.296060799879604	0.313959189831403	NA
Dvir_L13	Dvir_L11_L12_L13	I	Dvir\GJ23513	P	Dvir\GJ17806, Dvir\GJ17807	8284720	1	21981	2L	18765851	18769193	2L	2675833	2678833	2L:18739996-18877149	2L:2655786-2767671	+	L6	2	0.35609649122807	0.388982004234298	33405	2L	27044359	27062445	2L	912619	925913	2L:26961197-27132044	2L:847925-973533	+	L6	1	0.296060799879604	0.313959189831403	L6
Dvir_L13	Dvir_L11_L12_L13	I	Dvir\GJ23513	P	Dvir\GJ17806, Dvir\GJ17807	8284720	1	21981	2L	18765851	18769193	2L	2675833	2678833	2L:18739996-18877149	2L:2655786-2767671	+	L7	2	0.35609649122807	0.388982004234298	33405	2L	27044359	27062445	2L	912619	925913	2L:26961197-27132044	2L:847925-973533	+	L4	1	0.296060799879604	0.313959189831403	NA
Dvir_L13	Dvir_L11_L12_L13	I	Dvir\GJ23513	P	Dvir\GJ17806, Dvir\GJ17807	8284720	1	21981	2L	18765851	18769193	2L	2675833	2678833	2L:18739996-18877149	2L:2655786-2767671	+	L7	2	0.35609649122807	0.388982004234298	33405	2L	27044359	27062445	2L	912619	925913	2L:26961197-27132044	2L:847925-973533	+	L5	1	0.296060799879604	0.313959189831403	NA
Dvir_L13	Dvir_L11_L12_L13	I	Dvir\GJ23513	P	Dvir\GJ17806, Dvir\GJ17807	8284720	1	21981	2L	18765851	18769193	2L	2675833	2678833	2L:18739996-18877149	2L:2655786-2767671	+	L7	2	0.35609649122807	0.388982004234298	33405	2L	27044359	27062445	2L	912619	925913	2L:26961197-27132044	2L:847925-973533	+	L6	1	0.296060799879604	0.313959189831403	NA
Dvir_L14	Dvir_L14	P	Dvir\GJ17383	P	Dvir\GJ17438	1215345	2	22231	2L	18879256	18879458	3R	29800485	29800684	2L:18879156-18879458	3R:29800486-29800785	-	NA	NA	0	0	24210	2L	20092599	20098694	2L	2002832	2009150	2L:20054912-20138481	2L:1964478-2072137	-	L8	1	0.306563706563707	0.313174491941135	NA
Dvir_L14	Dvir_L14	P	Dvir\GJ17383	P	Dvir\GJ17438	1215345	2	22233	2L	18881176	18883162	2L	4792239	4794056	2L:18881177-18965092	2L:4732826-4794056	-	L8	2	0.114861697140178	0.118122219620698	24210	2L	20092599	20098694	2L	2002832	2009150	2L:20054912-20138481	2L:1964478-2072137	-	L8	1	0.306563706563707	0.313174491941135	L8
Dvir_L16	Dvir_L16_L17_L18	I	Dvir\GJ19766	I	Dvir\GJ16239	3347332	1	32402	2L	26356530	26361059	2L	393972	397422	2L:26313130-26433942	2L:358174-454387	+	L1	1	0.375541769354976	0.377370551885787	36580	2L	29703154	29714774	2L	17259068	17269598	2L:29623341-29726406	2L:17184074-17287996	+	L1	2	0	0.00876608965823347	L1
Dvir_L16	Dvir_L16_L17_L18	I	Dvir\GJ19766	I	Dvir\GJ16239	3347332	1	32402	2L	26356530	26361059	2L	393972	397422	2L:26313130-26433942	2L:358174-454387	+	L1	1	0.375541769354976	0.377370551885787	36580	2L	29703154	29714774	2L	17259068	17269598	2L:29623341-29726406	2L:17184074-17287996	+	L3	1	0	0.00876608965823347	NA
Dvir_L16	Dvir_L16_L17_L18	I	Dvir\GJ19766	I	Dvir\GJ16239	3347332	1	32402	2L	26356530	26361059	2L	393972	397422	2L:26313130-26433942	2L:358174-454387	+	L2	1	0.375541769354976	0.377370551885787	36580	2L	29703154	29714774	2L	17259068	17269598	2L:29623341-29726406	2L:17184074-17287996	+	L1	2	0	0.00876608965823347	NA
Dvir_L16	Dvir_L16_L17_L18	I	Dvir\GJ19766	I	Dvir\GJ16239	3347332	1	32402	2L	26356530	26361059	2L	393972	397422	2L:26313130-26433942	2L:358174-454387	+	L2	1	0.375541769354976	0.377370551885787	36580	2L	29703154	29714774	2L	17259068	17269598	2L:29623341-29726406	2L:17184074-17287996	+	L3	1	0	0.00876608965823347	NA
Dvir_L17	Dvir_L16_L17_L18	I	Dvir\GJ19766	I	Dvir\GJ16238	3435428	1	32402	2L	26356530	26361059	2L	393972	397422	2L:26313130-26433942	2L:358174-454387	+	L1	1	0.375541769354976	0.377370551885787	36769	2L	29792715	29796758	2L	17325884	17331017	2L:29789891-29855667	2L:17323009-17385914	+	L2	2	0.0175486328390695	0.0276722734671731	NA
Dvir_L17	Dvir_L16_L17_L18	I	Dvir\GJ19766	I	Dvir\GJ16238	3435428	1	32402	2L	26356530	26361059	2L	393972	397422	2L:26313130-26433942	2L:358174-454387	+	L1	1	0.375541769354976	0.377370551885787	36769	2L	29792715	29796758	2L	17325884	17331017	2L:29789891-29855667	2L:17323009-17385914	+	L3	2	0.0175486328390695	0.0276722734671731	NA
Dvir_L17	Dvir_L16_L17_L18	I	Dvir\GJ19766	I	Dvir\GJ16238	3435428	1	32402	2L	26356530	26361059	2L	393972	397422	2L:26313130-26433942	2L:358174-454387	+	L2	1	0.375541769354976	0.377370551885787	36769	2L	29792715	29796758	2L	17325884	17331017	2L:29789891-29855667	2L:17323009-17385914	+	L2	2	0.0175486328390695	0.0276722734671731	L2
Dvir_L17	Dvir_L16_L17_L18	I	Dvir\GJ19766	I	Dvir\GJ16238	3435428	1	32402	2L	26356530	26361059	2L	393972	397422	2L:26313130-26433942	2L:358174-454387	+	L2	1	0.375541769354976	0.377370551885787	36769	2L	29792715	29796758	2L	17325884	17331017	2L:29789891-29855667	2L:17323009-17385914	+	L3	2	0.0175486328390695	0.0276722734671731	NA
Dvir_L18	Dvir_L16_L17_L18	I	Dvir\GJ16239	I	Dvir\GJ16238	88096	1	36580	2L	29703154	29714774	2L	17259068	17269598	2L:29623341-29726406	2L:17184074-17287996	+	L1	2	0	0.00876608965823347	36769	2L	29792715	29796758	2L	17325884	17331017	2L:29789891-29855667	2L:17323009-17385914	+	L2	2	0.0175486328390695	0.0276722734671731	NA
Dvir_L18	Dvir_L16_L17_L18	I	Dvir\GJ16239	I	Dvir\GJ16238	88096	1	36580	2L	29703154	29714774	2L	17259068	17269598	2L:29623341-29726406	2L:17184074-17287996	+	L1	2	0	0.00876608965823347	36769	2L	29792715	29796758	2L	17325884	17331017	2L:29789891-29855667	2L:17323009-17385914	+	L3	2	0.0175486328390695	0.0276722734671731	NA
Dvir_L18	Dvir_L16_L17_L18	I	Dvir\GJ16239	I	Dvir\GJ16238	88096	1	36580	2L	29703154	29714774	2L	17259068	17269598	2L:29623341-29726406	2L:17184074-17287996	+	L3	1	0	0.00876608965823347	36769	2L	29792715	29796758	2L	17325884	17331017	2L:29789891-29855667	2L:17323009-17385914	+	L2	2	0.0175486328390695	0.0276722734671731	NA
Dvir_L18	Dvir_L16_L17_L18	I	Dvir\GJ16239	I	Dvir\GJ16238	88096	1	36580	2L	29703154	29714774	2L	17259068	17269598	2L:29623341-29726406	2L:17184074-17287996	+	L3	1	0	0.00876608965823347	36769	2L	29792715	29796758	2L	17325884	17331017	2L:29789891-29855667	2L:17323009-17385914	+	L3	2	0.0175486328390695	0.0276722734671731	L3
Dvir_L19	Dvir_L19	P	Dvir\GJ19910	I	Dvir\GJ22416	451792	1	45568	2R	6098461	6104531	2R	22452308	22455750	2R:6095765-6123363	2R:22450031-22474577	+	NA	NA	0.327455919395466	0.388769670958512	46192	2R	6551006	6555648	2R	22431126	22434369	2R:6536132-6623355	2R:22375191-22448411	-	NA	NA	0.304967346131011	0.346287300485774	NA
Dvir_L20	Dvir_L20_L21_L22_L23_L24	I	Dvir\GJ21732	I	Dvir\GJ19783	8216448	1	59057	2R	16044305	16062658	2R	15103067	15116288	2R:16044306-16150178	2R:15013873-15116288	-	L26	2	0	0.00739669651298593	70814	2R	24261273	24268382	2R	8794632	8800174	2R:24231879-24341627	2R:8726633-8827577	-	L25	1	0.135843072766782	0.147732585320243	NA
